0,95,0,0,0,0,0,0,0,176,0,43,0,0,e2,0,0,0,65,66,0,0,65,66,0,
43,0,0,0,0,0,e3,0,0,0,0,0,0,0,0,0,65,66,42,0,31,32,0,0,65,
0,0,0,0,31,32,0,0,0,0,0,e3,0,0,0,0,e2,0,0,0,0,0,0,0,0,
66,28,29,30,0,38,39,40,0,0,0,65,66,0,0,65,66,0,0,0,0,0,0,0,65,
0,0,0,0,31,32,0,0,0,0,0,42,0,65,66,0,0,0,0,0,0,0,0,0,0,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,0,0,0,31,32,0,0,65,
0,0,176,0,0,0,0,0,e3,0,0,e3,0,0,43,0,0,0,0,0,0,0,e2,0,0,
65,66,0,0,0,0,0,42,0,0,0,128,42,0,0,e3,0,0,0,0,65,66,0,0,65,
0,0,65,66,65,66,42,38,39,40,42,128,0,65,66,65,66,0,0,0,0,0,65,66,0,
65,66,0,0,0,0,0,0,0,43,0,128,0,42,0,0,0,0,0,0,31,32,0,0,65,
0,0,0,31,32,0,0,0,0,0,0,128,0,0,31,32,0,0,0,0,0,0,0,65,66,
66,0,e2,0,0,0,0,e3,160,160,160,80,e2,160,160,160,0,0,0,0,0,0,0,0,65,
65,66,0,0,0,0,0,e3,0,0,0,112,0,0,0,42,0,0,0,0,0,0,0,65,66,
0,65,66,0,0,0,38,39,40,176,0,112,43,65,66,0,0,0,65,66,0,0,0,0,65,
65,66,0,0,0,0,0,0,0,0,0,112,0,e3,e3,0,e3,0,0,0,0,0,0,65,66,
0,65,66,0,0,0,0,0,0,0,0,112,0,65,66,65,66,38,39,40,0,0,0,0,65,
65,66,0,0,e3,0,0,0,0,0,0,e3,0,0,0,0,43,0,0,0,31,32,31,32,0,
0,65,66,65,66,0,0,0,0,0,0,0,0,31,32,0,0,0,0,0,42,0,0,0,65,
65,66,0,0,0,0,0,0,0,31,32,0,0,0,0,0,0,0,0,0,0,0,65,66,0,
0,0,0,0,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
65,66,0,e2,0,0,0,0,0,65,66,65,66,0,e2,0,38,39,40,0,0,0,65,66,0,
0,0,0,0,0,0,0,0,0,e3,0,0,e3,0,0,0,e3,0,0,0,0,0,0,0,65,
66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,0,0,0,65,66,0
1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,0,
0,0,0,15,16,0,0,0,15,16,0,49,50,0,0,0,49,50,0,0,49,50,0,0,49,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,0,0,49,50,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,0,0,15,16,0,0,49,
0,0,0,0,15,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,12,13,14,0,22,23,24,0,0,0,49,50,0,0,49,50,0,0,0,0,0,0,0,49,
0,0,0,0,15,16,0,0,0,0,0,0,0,49,50,0,0,0,0,0,0,0,0,0,0,
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,15,16,0,0,49,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,50,0,0,0,0,0,6,7,8,0,0,0,0,0,0,0,0,0,0,49,50,0,0,49,
0,0,49,50,49,50,0,22,23,24,0,0,0,49,50,49,50,0,0,0,0,0,49,50,0,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,49,
0,0,0,15,16,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,49,50,
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,
49,50,0,0,0,0,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,
0,49,50,0,0,0,22,23,24,0,0,0,0,49,50,0,0,0,49,50,0,0,0,0,49,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,0,49,50,
0,49,50,0,0,0,0,0,0,0,0,0,0,49,50,49,50,22,23,24,0,0,0,0,49,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,15,16,0,
0,49,50,49,50,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,49,
49,50,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,0,0,49,50,0,
0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,0,0,0,49,
49,50,0,0,0,0,0,0,0,49,50,49,50,0,0,0,22,23,24,0,0,0,49,50,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,
50,49,50,49,50,49,50,49,50,49,50,49,50,49,50,49,50,49,50,0,0,0,49,50,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
